onset	duration	correct	condition	response_time
1.833	1	Y	congruent	0.775
4.838	1	Y	congruent	0.757
7.839	1	Y	neutral	0.738
10.84	1	Y	incongruent	0.715
15.341	1	Y	neutral	0.598
18.343	1	Y	congruent	0.537
25.844	1	N	neutral	0.805
28.846	1	Y	incongruent	0.576
36.347	1	Y	congruent	0.781
43.85	1	Y	incongruent	0.677
54.353	1	Y	incongruent	0.871
58.856	1	Y	neutral	0.725
61.858	1	Y	incongruent	0.936
69.359	1	Y	neutral	0.766
72.361	1	Y	incongruent	0.732
75.362	1	Y	neutral	0.914
78.363	1	Y	congruent	0.675
81.364	1	Y	congruent	0.590
84.365	1	Y	neutral	0.689
87.366	1	Y	neutral	0.711
93.367	1	Y	incongruent	0.709
96.369	1	Y	incongruent	0.828
99.37	1	Y	neutral	0.627
105.371	1	Y	incongruent	0.760
108.373	1	Y	neutral	0.756
118.874	1	Y	incongruent	0.643
124.878	1	Y	congruent	0.654
129.38	1	Y	neutral	0.655
132.381	1	Y	congruent	0.537
139.882	1	Y	incongruent	0.664
144.385	1	Y	congruent	0.680
147.386	1	Y	neutral	0.762
150.387	1	Y	incongruent	0.728
153.388	1	Y	incongruent	0.672
157.889	1	Y	congruent	0.593
171.391	1	Y	congruent	0.645
175.896	1	Y	congruent	0.625
178.897	1	Y	neutral	0.689
183.398	1	Y	congruent	0.653
189.4	1	N	incongruent	0.694
192.402	1	Y	neutral	0.733
196.903	1	Y	neutral	0.713
199.904	1	Y	incongruent	0.947
202.905	1	N	incongruent	0.651
205.906	1	Y	incongruent	1.004
208.907	1	Y	incongruent	1.243
214.908	1	Y	incongruent	0.894
217.91	1	Y	congruent	0.675
220.911	1	Y	incongruent	0.759
223.912	1	Y	neutral	0.723
226.913	1	Y	congruent	0.712
231.414	1	Y	neutral	0.638
235.916	1	Y	neutral	0.634
238.917	1	Y	congruent	0.718
241.918	1	Y	neutral	0.560
244.919	1	Y	incongruent	0.472
247.92	1	Y	congruent	0.651
250.921	1	Y	neutral	0.567
256.922	1	Y	incongruent	0.725
261.424	1	Y	congruent	1.018
264.426	1	Y	neutral	0.892
267.427	1	Y	neutral	0.676
270.428	1	Y	incongruent	0.683
274.929	1	Y	congruent	0.642
277.93	1	Y	congruent	0.736
282.432	1	N	incongruent	0.721
285.433	1	Y	incongruent	1.081
288.434	1	Y	congruent	0.730
292.935	1	Y	neutral	0.762
295.937	1	Y	neutral	0.918
298.938	1	Y	congruent	0.835
304.939	1	Y	incongruent	0.808
309.441	1	Y	congruent	1.033
312.442	1	Y	congruent	0.667
315.443	1	N	incongruent	0.716
324.444	1	Y	incongruent	0.781
328.947	1	Y	neutral	0.858
331.949	1	Y	congruent	0.740
336.45	1	Y	congruent	0.680
342.451	1	Y	congruent	0.568
345.453	1	Y	incongruent	1.010
349.954	1	Y	neutral	0.666
352.956	1	Y	congruent	0.610
357.457	1	Y	congruent	0.636
360.458	1	Y	neutral	0.965
369.459	1	Y	incongruent	0.665
373.962	1	Y	congruent	0.971
376.964	1	Y	neutral	0.917
379.965	1	Y	neutral	0.734
390.466	1	Y	neutral	0.831
400.969	1	Y	congruent	0.677
409.973	1	Y	congruent	1.162
412.976	1	Y	congruent	0.744
420.477	1	Y	neutral	0.677
423.48	1	N	incongruent	0.698
426.481	1	Y	congruent	0.655
432.482	1	Y	neutral	0.640
435.484	1	Y	incongruent	0.682
442.985	1	Y	congruent	0.794
447.487	1	Y	congruent	0.759
450.489	1	Y	neutral	0.818
459.49	1	Y	neutral	0.885
462.493	1	Y	congruent	0.704
466.994	1	Y	congruent	0.667
469.995	1	Y	neutral	0.733
474.496	1	Y	congruent	0.682
477.498	1	Y	congruent	0.629
480.499	1	Y	incongruent	0.562
483.5	1	Y	neutral	0.714
486.501	1	Y	neutral	0.816
489.502	1	Y	incongruent	0.860
492.503	1	Y	neutral	0.509
497.004	1	Y	incongruent	0.683
500.005	1	Y	congruent	0.819
503.006	1	Y	neutral	0.728
510.507	1	N	incongruent	0.670
518.01	1	N	neutral	0.818
521.012	1	Y	neutral	0.996
525.513	1	Y	congruent	0.643
