onset	duration	correct	condition	response_time
1.896	1	Y	incongruent	0.532
7.907	1	Y	neutral	0.602
10.909	1	Y	incongruent	0.754
15.41	1	Y	incongruent	0.753
18.412	1	Y	congruent	0.614
22.913	1	Y	incongruent	0.727
25.914	1	Y	congruent	0.601
31.915	1	N	congruent	0.700
34.917	1	Y	congruent	0.689
40.918	1	Y	neutral	0.710
43.92	1	Y	congruent	0.611
55.921	1	Y	congruent	0.690
58.925	1	Y	congruent	0.621
61.926	1	Y	neutral	0.748
64.927	1	Y	neutral	0.577
73.928	1	Y	neutral	0.665
76.932	1	Y	incongruent	0.544
79.933	1	Y	neutral	0.633
85.934	1	Y	congruent	0.636
90.436	1	Y	neutral	0.679
93.437	1	Y	congruent	0.570
97.938	1	Y	neutral	0.895
102.44	1	Y	congruent	0.680
105.441	1	N	neutral	0.604
108.442	1	Y	incongruent	0.780
111.443	1	Y	neutral	0.973
114.444	1	Y	incongruent	0.619
117.445	1	Y	incongruent	0.628
120.446	1	Y	incongruent	1.047
129.447	1	Y	neutral	0.899
132.45	1	Y	incongruent	0.766
135.451	1	Y	congruent	0.922
138.452	1	Y	neutral	0.676
142.953	1	Y	neutral	0.795
151.955	1	Y	congruent	1.033
154.958	1	Y	neutral	0.635
157.959	1	Y	congruent	0.720
163.96	1	Y	neutral	0.723
168.462	1	Y	incongruent	0.780
174.463	1	Y	incongruent	1.000
178.965	1	Y	incongruent	0.968
181.967	1	Y	congruent	0.967
184.968	1	Y	congruent	0.709
192.469	1	Y	congruent	0.645
195.472	1	Y	neutral	0.742
198.473	1	Y	neutral	0.821
205.974	1	Y	neutral	0.910
208.976	1	Y	congruent	1.174
211.977	1	Y	congruent	0.581
216.478	1	Y	neutral	0.722
222.48	1	Y	neutral	0.960
231.482	1	Y	neutral	0.746
235.985	1	Y	neutral	0.696
240.486	1	Y	incongruent	0.828
243.488	1	Y	congruent	0.894
247.989	1	Y	congruent	0.685
250.99	1	Y	incongruent	0.726
256.991	1	Y	incongruent	0.747
259.993	1	Y	incongruent	1.358
262.994	1	Y	neutral	1.380
265.995	1	Y	neutral	0.544
268.996	1	Y	congruent	0.505
279.497	1	N	congruent	0.860
282.501	1	Y	neutral	0.826
288.502	1	Y	incongruent	0.844
291.504	1	Y	incongruent	0.673
297.505	1	Y	congruent	0.719
300.507	1	Y	incongruent	1.223
306.508	1	Y	congruent	0.598
312.51	1	Y	congruent	0.662
317.012	1	Y	incongruent	1.009
323.014	1	Y	congruent	0.804
327.516	1	Y	neutral	0.947
330.517	1	Y	congruent	0.831
333.518	1	Y	incongruent	0.963
336.519	1	Y	neutral	0.657
339.52	1	N	neutral	0.938
344.021	1	Y	neutral	0.830
347.023	1	Y	neutral	0.839
353.024	1	Y	incongruent	1.178
359.026	1	Y	neutral	0.721
362.028	1	Y	incongruent	0.917
366.529	1	Y	neutral	0.528
371.03	1	Y	congruent	0.772
374.032	1	Y	neutral	0.806
380.033	1	Y	neutral	0.759
387.535	1	Y	incongruent	0.688
393.537	1	Y	congruent	0.757
396.539	1	Y	neutral	0.714
402.54	1	Y	congruent	0.627
405.542	1	Y	neutral	0.578
408.543	1	Y	incongruent	0.575
425.044	1	Y	congruent	0.689
429.55	1	Y	incongruent	0.673
434.051	1	Y	neutral	0.764
437.053	1	Y	incongruent	0.838
441.554	1	Y	neutral	0.720
449.056	1	Y	neutral	0.692
452.058	1	Y	congruent	0.536
455.059	1	Y	neutral	0.837
458.06	1	Y	congruent	0.674
461.061	1	Y	incongruent	0.653
464.062	1	Y	congruent	0.854
467.063	1	N	incongruent	0.000
470.064	1	Y	neutral	1.180
473.065	1	Y	congruent	0.710
476.066	1	Y	incongruent	0.916
479.067	1	Y	congruent	0.690
482.068	1	Y	congruent	0.744
485.069	1	N	incongruent	0.000
488.07	1	Y	congruent	0.797
491.071	1	Y	congruent	0.784
498.572	1	Y	incongruent	1.327
503.075	1	Y	congruent	0.617
507.576	1	Y	congruent	0.676
513.578	1	Y	incongruent	0.902
518.08	1	Y	incongruent	0.858
524.081	1	Y	neutral	0.719
533.083	1	Y	congruent	0.741
