onset	duration	correct	condition	response_time
0.396	1	Y	congruent	0.877
3.401	1	Y	neutral	0.501
6.402	1	Y	congruent	0.448
9.403	1	Y	congruent	0.634
15.404	1	Y	congruent	0.755
18.406	1	Y	incongruent	0.552
21.407	1	Y	congruent	0.611
27.408	1	Y	incongruent	1.039
37.91	1	Y	neutral	0.908
40.913	1	Y	neutral	0.642
43.914	1	Y	neutral	0.598
46.915	1	Y	neutral	0.817
49.916	1	Y	congruent	0.851
52.917	1	Y	congruent	0.618
57.418	1	Y	neutral	0.624
60.42	1	Y	neutral	0.821
66.421	1	Y	congruent	0.702
69.423	1	Y	neutral	0.691
73.924	1	Y	incongruent	0.624
76.925	1	Y	neutral	0.608
81.426	1	Y	incongruent	0.617
84.428	1	N	congruent	0.661
87.429	1	Y	neutral	0.718
90.43	1	Y	neutral	0.999
94.931	1	Y	neutral	0.647
97.932	1	Y	congruent	0.596
100.933	1	Y	congruent	0.710
103.934	1	Y	incongruent	0.652
112.935	1	Y	congruent	0.662
118.938	1	Y	congruent	0.610
123.44	1	Y	incongruent	0.572
126.442	1	Y	neutral	0.648
129.443	1	Y	congruent	0.605
132.444	1	Y	incongruent	0.806
135.445	1	Y	incongruent	0.560
138.446	1	Y	congruent	0.629
141.447	1	Y	incongruent	0.563
148.948	1	Y	congruent	0.683
160.95	1	Y	neutral	0.585
163.954	1	Y	incongruent	0.809
168.455	1	Y	incongruent	0.605
172.957	1	Y	incongruent	0.846
177.458	1	Y	congruent	0.684
181.96	1	Y	neutral	0.688
186.461	1	N	incongruent	0.737
189.463	1	Y	congruent	0.977
192.464	1	Y	congruent	0.786
196.965	1	Y	incongruent	1.088
199.966	1	Y	neutral	1.232
208.967	1	Y	congruent	0.832
214.97	1	Y	congruent	0.703
222.472	1	Y	congruent	0.820
225.475	1	Y	neutral	0.759
228.476	1	Y	congruent	0.633
232.977	1	Y	congruent	0.639
238.978	1	Y	neutral	0.620
243.48	1	Y	incongruent	0.608
246.482	1	Y	congruent	0.534
249.483	1	Y	incongruent	0.719
252.484	1	N	congruent	0.488
258.485	1	Y	congruent	0.714
262.987	1	Y	neutral	0.755
268.988	1	Y	incongruent	0.748
271.99	1	Y	incongruent	1.105
276.491	1	N	neutral	0.925
280.993	1	Y	neutral	0.802
283.994	1	Y	congruent	0.671
286.995	1	Y	congruent	0.862
295.996	1	Y	neutral	0.858
298.999	1	Y	neutral	0.817
302	1	Y	neutral	0.636
305.001	1	Y	neutral	0.587
308.002	1	Y	incongruent	0.654
315.503	1	Y	incongruent	0.731
318.506	1	Y	incongruent	0.820
324.507	1	Y	incongruent	0.560
330.509	1	Y	congruent	0.763
341.011	1	Y	neutral	0.655
347.015	1	Y	congruent	0.869
351.516	1	Y	neutral	0.687
354.518	1	Y	incongruent	0.916
359.019	1	Y	neutral	0.628
368.02	1	Y	neutral	0.712
374.024	1	Y	incongruent	0.960
380.026	1	Y	neutral	0.818
383.028	1	Y	congruent	0.650
386.029	1	Y	incongruent	0.644
389.03	1	Y	congruent	0.675
392.031	1	Y	incongruent	1.163
398.032	1	Y	congruent	0.926
401.034	1	Y	congruent	0.632
405.535	1	Y	incongruent	0.758
414.536	1	Y	neutral	0.722
422.039	1	Y	incongruent	0.965
425.042	1	N	neutral	0.807
428.043	1	Y	incongruent	1.111
437.044	1	Y	incongruent	0.834
440.047	1	Y	neutral	0.670
443.048	1	Y	neutral	0.792
449.049	1	Y	neutral	0.632
455.051	1	Y	congruent	0.675
459.553	1	Y	neutral	0.883
462.554	1	Y	incongruent	0.685
467.055	1	Y	congruent	0.651
470.057	1	Y	incongruent	0.713
473.058	1	Y	neutral	0.682
476.059	1	Y	incongruent	1.158
482.06	1	Y	neutral	0.649
488.062	1	Y	congruent	0.858
491.064	1	Y	congruent	0.872
500.065	1	Y	congruent	0.891
504.568	1	Y	congruent	0.764
509.069	1	Y	neutral	0.713
512.071	1	Y	incongruent	0.982
515.072	1	Y	neutral	0.771
518.073	1	Y	neutral	0.650
522.574	1	Y	congruent	0.703
525.575	1	Y	incongruent	0.977
528.576	1	Y	neutral	0.809
