onset	duration	correct	condition	response_time
0.397	1	N	neutral	1.070
4.901	1	Y	congruent	0.763
9.402	1	N	incongruent	1.222
12.404	1	Y	incongruent	0.826
19.905	1	Y	congruent	1.018
22.907	1	Y	incongruent	0.789
25.908	1	Y	incongruent	0.826
28.909	1	Y	neutral	0.842
31.91	1	Y	neutral	0.869
34.911	1	Y	neutral	0.586
37.912	1	Y	congruent	0.580
40.913	1	Y	neutral	0.547
43.914	1	Y	congruent	0.633
52.915	1	Y	incongruent	0.613
57.418	1	Y	neutral	0.782
64.92	1	Y	congruent	0.704
69.422	1	N	incongruent	0.790
75.424	1	Y	congruent	0.698
78.426	1	N	neutral	0.867
81.427	1	Y	incongruent	0.820
85.928	1	Y	incongruent	0.885
88.929	1	Y	congruent	0.729
91.93	1	Y	incongruent	0.713
94.931	1	Y	congruent	0.822
97.932	1	Y	neutral	0.841
100.933	1	N	incongruent	0.785
106.934	1	Y	neutral	0.923
109.936	1	Y	congruent	0.647
112.937	1	Y	incongruent	0.984
117.438	1	Y	congruent	0.770
120.44	1	Y	congruent	0.884
123.441	1	Y	neutral	0.633
126.442	1	Y	neutral	0.725
129.443	1	Y	neutral	0.652
132.444	1	Y	incongruent	0.811
141.445	1	N	neutral	0.796
144.448	1	Y	congruent	0.820
147.449	1	Y	congruent	0.894
153.45	1	Y	incongruent	0.907
156.452	1	Y	congruent	0.638
160.953	1	Y	congruent	0.819
166.954	1	Y	neutral	0.832
171.456	1	Y	congruent	0.876
175.958	1	Y	neutral	0.990
181.959	1	N	neutral	0.873
184.961	1	Y	incongruent	0.804
189.462	1	Y	congruent	0.695
192.464	1	Y	congruent	0.839
195.465	1	Y	neutral	1.003
198.466	1	Y	incongruent	0.822
201.467	1	Y	incongruent	0.931
204.468	1	N	incongruent	0.885
213.469	1	Y	incongruent	0.949
216.472	1	Y	neutral	0.668
223.973	1	Y	incongruent	0.732
232.975	1	N	congruent	0.817
238.978	1	Y	congruent	0.820
241.98	1	Y	incongruent	0.911
244.981	1	Y	congruent	0.750
255.482	1	Y	incongruent	0.884
258.486	1	Y	neutral	0.665
264.487	1	N	neutral	0.722
267.489	1	N	neutral	0.791
270.49	1	Y	congruent	0.932
273.491	1	Y	neutral	0.851
277.992	1	Y	neutral	0.763
280.993	1	Y	incongruent	0.809
286.994	1	Y	congruent	1.027
289.996	1	Y	neutral	0.841
292.997	1	Y	neutral	0.865
306.498	1	Y	incongruent	0.838
309.503	1	Y	incongruent	0.858
312.504	1	Y	neutral	0.727
315.505	1	Y	neutral	0.683
318.506	1	Y	neutral	0.677
321.507	1	Y	congruent	0.851
324.508	1	Y	congruent	0.810
329.009	1	Y	neutral	0.952
333.51	1	Y	incongruent	1.587
339.512	1	Y	neutral	0.645
342.514	1	N	neutral	1.007
347.015	1	Y	neutral	0.741
351.516	1	N	congruent	1.026
356.018	1	N	incongruent	0.894
362.02	1	N	neutral	1.127
365.022	1	Y	incongruent	0.758
369.523	1	N	incongruent	1.131
375.524	1	Y	congruent	0.737
378.526	1	N	incongruent	1.113
383.027	1	Y	congruent	0.677
389.029	1	Y	incongruent	0.698
392.031	1	Y	neutral	0.837
399.532	1	N	congruent	0.646
404.034	1	N	neutral	0.834
407.036	1	N	congruent	1.055
411.537	1	Y	neutral	0.743
417.538	1	Y	congruent	0.899
420.54	1	Y	congruent	0.745
426.541	1	Y	neutral	0.898
429.543	1	Y	congruent	0.847
432.544	1	Y	neutral	0.701
435.545	1	Y	incongruent	0.678
440.046	1	Y	congruent	0.894
444.548	1	Y	congruent	0.765
447.549	1	N	congruent	0.876
450.55	1	Y	congruent	0.986
453.551	1	Y	incongruent	0.778
459.552	1	Y	incongruent	0.888
462.554	1	Y	congruent	0.767
467.055	1	Y	congruent	0.924
474.557	1	Y	neutral	1.143
483.559	1	Y	incongruent	0.745
497.062	1	Y	congruent	0.697
509.067	1	N	congruent	0.991
512.071	1	Y	neutral	0.780
515.072	1	Y	neutral	0.714
519.573	1	Y	neutral	0.739
528.574	1	Y	incongruent	1.066
531.577	1	Y	congruent	0.890
