onset	duration	correct	condition	response_time
1.898	1	Y	incongruent	0.632
4.906	1	Y	congruent	0.561
10.907	1	Y	neutral	0.787
16.909	1	Y	congruent	0.760
19.911	1	Y	incongruent	0.861
22.912	1	Y	neutral	0.533
28.913	1	Y	congruent	0.546
31.915	1	Y	neutral	0.482
36.416	1	Y	congruent	0.522
39.418	1	Y	congruent	0.586
42.419	1	Y	neutral	0.450
45.42	1	Y	congruent	0.509
52.921	1	Y	congruent	0.601
55.923	1	Y	congruent	0.503
64.924	1	Y	incongruent	0.895
67.927	1	Y	incongruent	0.704
72.428	1	Y	neutral	0.732
75.43	1	Y	neutral	0.501
79.931	1	Y	congruent	0.591
82.932	1	Y	neutral	0.472
85.933	1	Y	neutral	0.496
88.934	1	Y	neutral	0.478
91.935	1	Y	neutral	0.602
100.936	1	Y	neutral	0.601
103.939	1	Y	incongruent	0.593
106.94	1	Y	congruent	0.547
109.941	1	N	neutral	0.526
112.943	1	Y	incongruent	0.527
117.444	1	Y	congruent	0.793
120.445	1	Y	incongruent	0.520
126.446	1	Y	incongruent	0.818
130.948	1	Y	congruent	0.637
133.95	1	Y	neutral	0.714
136.951	1	Y	congruent	0.683
139.952	1	Y	incongruent	0.929
151.953	1	Y	incongruent	0.850
157.957	1	Y	neutral	0.538
160.959	1	Y	incongruent	0.660
163.96	1	Y	congruent	0.487
171.461	1	Y	congruent	0.854
177.463	1	Y	congruent	0.485
183.465	1	Y	incongruent	0.643
195.467	1	Y	neutral	1.086
201.471	1	Y	congruent	0.684
205.973	1	Y	congruent	0.708
210.475	1	Y	neutral	0.622
213.476	1	Y	incongruent	0.616
216.477	1	Y	congruent	0.720
219.478	1	Y	neutral	0.699
222.479	1	Y	incongruent	0.958
228.48	1	Y	congruent	0.699
231.483	1	N	congruent	0.000
234.484	1	Y	congruent	0.872
237.485	1	Y	incongruent	1.141
240.486	1	Y	incongruent	0.807
243.487	1	Y	incongruent	0.651
246.488	1	Y	incongruent	0.739
256.989	1	Y	incongruent	0.820
261.492	1	Y	congruent	0.594
265.994	1	Y	incongruent	0.612
274.995	1	Y	congruent	0.671
280.998	1	N	incongruent	0.649
284	1	Y	incongruent	0.726
287.001	1	Y	congruent	0.588
290.002	1	Y	incongruent	0.747
293.003	1	Y	congruent	0.584
297.504	1	Y	incongruent	0.740
300.506	1	Y	incongruent	0.549
303.507	1	Y	congruent	0.612
306.508	1	Y	congruent	0.516
309.509	1	Y	incongruent	0.603
312.51	1	Y	neutral	0.609
315.511	1	Y	neutral	0.788
318.512	1	Y	congruent	0.577
321.513	1	Y	congruent	0.916
326.014	1	Y	neutral	0.885
329.015	1	Y	neutral	0.597
333.516	1	N	incongruent	0.566
338.018	1	Y	incongruent	0.630
345.519	1	Y	congruent	0.922
351.522	1	Y	neutral	0.517
356.024	1	Y	congruent	0.484
359.026	1	Y	neutral	0.705
362.027	1	Y	incongruent	0.912
365.028	1	Y	neutral	0.793
368.029	1	Y	neutral	0.900
371.03	1	Y	congruent	0.645
375.531	1	Y	incongruent	0.605
378.532	1	Y	incongruent	1.037
381.533	1	Y	neutral	0.706
384.534	1	Y	congruent	0.567
392.035	1	Y	neutral	0.673
395.038	1	Y	incongruent	0.587
398.039	1	Y	congruent	0.541
407.04	1	Y	congruent	0.648
410.043	1	Y	neutral	0.587
413.044	1	Y	incongruent	0.579
416.045	1	Y	congruent	0.536
429.546	1	Y	neutral	0.706
432.55	1	Y	neutral	0.642
437.051	1	Y	neutral	0.625
446.053	1	Y	congruent	0.827
449.056	1	Y	neutral	0.749
452.057	1	Y	neutral	0.675
462.558	1	Y	incongruent	0.641
470.061	1	Y	neutral	1.063
473.064	1	Y	neutral	0.614
476.065	1	Y	congruent	0.593
480.566	1	Y	congruent	0.637
483.568	1	Y	neutral	0.621
488.069	1	N	neutral	0.000
491.07	1	Y	incongruent	0.941
494.071	1	Y	incongruent	0.865
498.572	1	Y	congruent	0.837
503.074	1	Y	neutral	0.683
513.575	1	Y	congruent	0.640
519.579	1	Y	neutral	0.608
525.581	1	Y	neutral	0.551
533.083	1	Y	neutral	0.765
537.585	1	Y	neutral	0.559
