onset	duration	correct	condition	response_time
4.872	1	Y	incongruent	0.453
7.883	1	Y	congruent	0.557
16.884	1	Y	congruent	0.747
19.887	1	Y	neutral	0.714
25.888	1	Y	congruent	0.587
28.89	1	Y	congruent	0.556
33.391	1	Y	congruent	0.639
36.392	1	Y	neutral	0.695
40.893	1	Y	neutral	0.904
43.895	1	Y	neutral	0.588
48.396	1	Y	congruent	0.664
51.397	1	Y	neutral	0.723
54.398	1	Y	neutral	0.467
63.399	1	Y	congruent	0.557
66.402	1	N	congruent	0.601
69.403	1	Y	incongruent	0.688
76.904	1	Y	neutral	0.963
84.407	1	Y	neutral	0.585
87.409	1	Y	neutral	0.597
91.91	1	Y	neutral	0.831
94.912	1	Y	congruent	0.590
97.913	1	Y	incongruent	0.609
100.914	1	Y	incongruent	0.569
105.415	1	Y	congruent	0.559
118.916	1	Y	neutral	0.722
124.921	1	Y	incongruent	0.617
130.923	1	Y	neutral	0.563
133.925	1	Y	congruent	0.642
136.926	1	Y	congruent	0.591
139.927	1	Y	congruent	0.492
142.928	1	Y	neutral	0.591
153.429	1	Y	congruent	0.772
159.432	1	Y	neutral	0.670
162.434	1	Y	incongruent	0.569
168.435	1	Y	neutral	0.672
174.437	1	Y	neutral	0.745
178.939	1	Y	neutral	0.670
181.941	1	Y	neutral	0.647
184.942	1	Y	incongruent	0.858
187.943	1	Y	incongruent	0.675
190.944	1	Y	incongruent	0.544
195.445	1	Y	congruent	0.696
198.446	1	Y	congruent	0.580
201.447	1	Y	neutral	0.499
204.448	1	Y	congruent	0.761
207.449	1	Y	incongruent	0.597
210.45	1	Y	incongruent	0.424
213.451	1	Y	incongruent	0.813
216.452	1	Y	incongruent	0.542
222.453	1	Y	congruent	0.552
225.455	1	Y	incongruent	0.664
228.456	1	Y	neutral	0.648
232.957	1	Y	congruent	1.178
235.959	1	N	incongruent	0.775
241.96	1	Y	neutral	0.725
244.962	1	Y	neutral	0.555
247.963	1	Y	congruent	0.512
250.964	1	Y	congruent	0.406
253.965	1	Y	neutral	0.600
273.466	1	Y	congruent	0.671
276.472	1	Y	incongruent	0.633
279.473	1	Y	incongruent	0.607
282.474	1	Y	neutral	0.633
285.475	1	N	incongruent	0.572
288.477	1	N	incongruent	1.001
291.478	1	Y	congruent	0.676
295.979	1	N	incongruent	0.702
298.98	1	Y	neutral	0.633
301.981	1	Y	incongruent	0.605
304.982	1	Y	neutral	0.444
307.983	1	Y	congruent	0.655
310.984	1	Y	congruent	0.542
315.485	1	Y	incongruent	0.598
319.987	1	Y	congruent	0.814
327.488	1	Y	neutral	0.622
331.991	1	Y	incongruent	1.052
336.492	1	Y	neutral	0.685
339.494	1	Y	neutral	0.726
342.495	1	Y	neutral	0.935
346.996	1	Y	neutral	0.631
355.997	1	Y	neutral	0.673
359	1	Y	congruent	0.599
363.501	1	Y	incongruent	0.831
371.003	1	Y	neutral	0.753
377.005	1	Y	congruent	0.608
380.007	1	Y	neutral	0.622
384.508	1	Y	incongruent	0.677
387.51	1	Y	congruent	0.724
390.511	1	Y	congruent	0.640
395.012	1	Y	congruent	0.696
398.013	1	Y	incongruent	0.707
401.014	1	N	congruent	0.561
405.515	1	Y	incongruent	1.018
410.017	1	N	incongruent	0.000
414.518	1	Y	congruent	0.665
420.52	1	N	incongruent	0.608
425.022	1	Y	incongruent	1.086
431.023	1	Y	neutral	0.377
434.025	1	Y	neutral	0.516
441.526	1	Y	congruent	0.544
446.029	1	Y	incongruent	1.007
449.03	1	Y	incongruent	0.796
452.031	1	Y	incongruent	0.673
455.032	1	Y	congruent	0.447
462.533	1	Y	congruent	0.660
465.536	1	N	congruent	0.000
471.537	1	Y	incongruent	0.902
474.539	1	Y	neutral	0.473
480.54	1	Y	incongruent	0.875
483.542	1	Y	neutral	0.539
488.043	1	Y	congruent	0.954
491.044	1	N	incongruent	0.766
494.045	1	Y	congruent	0.617
497.046	1	Y	congruent	0.546
501.547	1	Y	congruent	0.560
506.049	1	Y	neutral	0.548
509.05	1	Y	neutral	0.800
515.051	1	Y	neutral	0.698
525.553	1	Y	neutral	0.863
