onset	duration	correct	condition	response_time
0.395	1	N	incongruent	0.554
3.41	1	Y	congruent	0.543
7.911	1	Y	neutral	0.619
13.913	1	N	incongruent	0.667
16.915	1	Y	incongruent	0.961
21.416	1	Y	neutral	0.618
24.417	1	Y	congruent	0.859
36.418	1	Y	neutral	0.655
42.422	1	Y	incongruent	0.688
45.424	1	Y	incongruent	0.545
55.925	1	Y	neutral	0.711
63.429	1	Y	incongruent	0.572
66.431	1	Y	congruent	0.896
69.432	1	Y	incongruent	0.595
73.933	1	Y	neutral	0.841
79.935	1	Y	congruent	0.699
82.937	1	Y	congruent	0.698
87.438	1	Y	neutral	0.599
90.44	1	Y	neutral	0.761
93.441	1	Y	neutral	0.552
97.942	1	Y	incongruent	0.795
103.943	1	N	congruent	0.719
106.945	1	Y	congruent	0.603
109.946	1	Y	congruent	0.572
112.947	1	Y	incongruent	0.974
117.448	1	Y	neutral	0.575
120.45	1	Y	incongruent	0.569
123.451	1	Y	congruent	0.663
126.452	1	Y	incongruent	0.517
129.453	1	Y	neutral	0.534
138.454	1	N	neutral	0.748
142.957	1	Y	neutral	0.710
145.958	1	Y	congruent	0.506
148.959	1	Y	congruent	0.523
151.96	1	Y	neutral	0.602
154.961	1	Y	incongruent	0.706
159.462	1	Y	incongruent	0.534
162.464	1	Y	neutral	0.693
165.465	1	Y	neutral	0.504
168.466	1	Y	congruent	0.541
175.967	1	Y	neutral	0.581
178.969	1	Y	neutral	0.518
181.97	1	N	incongruent	0.513
192.471	1	Y	incongruent	0.619
195.475	1	Y	incongruent	0.643
198.476	1	N	congruent	0.459
210.477	1	Y	congruent	0.620
213.481	1	Y	neutral	0.649
216.482	1	Y	congruent	0.543
229.983	1	N	neutral	0.000
232.988	1	Y	incongruent	0.544
240.489	1	Y	neutral	0.771
249.491	1	Y	congruent	0.833
253.994	1	Y	neutral	0.640
256.996	1	N	incongruent	0.816
259.997	1	Y	congruent	0.528
262.998	1	Y	congruent	0.628
268.999	1	Y	congruent	0.593
272.001	1	Y	incongruent	0.685
275.002	1	Y	neutral	0.669
281.003	1	Y	incongruent	0.683
287.005	1	Y	incongruent	0.964
290.007	1	Y	congruent	0.625
293.008	1	Y	neutral	0.534
296.009	1	Y	neutral	0.646
299.01	1	Y	incongruent	0.857
302.011	1	Y	neutral	0.724
305.012	1	Y	congruent	0.676
308.013	1	Y	incongruent	0.973
311.014	1	Y	incongruent	0.624
320.015	1	Y	congruent	0.596
323.018	1	Y	congruent	0.780
326.019	1	Y	congruent	0.622
330.52	1	Y	neutral	0.911
333.522	1	Y	congruent	0.825
338.023	1	Y	neutral	0.658
341.024	1	Y	neutral	0.577
344.025	1	Y	incongruent	0.522
347.026	1	Y	congruent	0.543
350.027	1	Y	neutral	0.615
354.528	1	Y	congruent	0.556
357.53	1	Y	incongruent	0.585
365.031	1	Y	neutral	0.610
369.533	1	Y	congruent	0.616
374.035	1	Y	neutral	0.597
377.036	1	Y	neutral	0.713
380.037	1	Y	congruent	1.050
383.038	1	Y	congruent	0.576
392.039	1	Y	neutral	0.554
398.042	1	Y	congruent	0.600
401.044	1	Y	neutral	0.599
407.045	1	Y	incongruent	0.752
411.547	1	Y	incongruent	0.555
417.549	1	Y	congruent	0.933
422.051	1	Y	neutral	0.657
426.552	1	Y	congruent	0.648
429.554	1	Y	congruent	0.727
432.555	1	Y	neutral	0.544
435.556	1	Y	congruent	0.535
444.557	1	Y	congruent	0.600
447.56	1	Y	incongruent	0.806
450.561	1	Y	neutral	0.623
453.562	1	N	neutral	0.787
459.563	1	Y	neutral	0.812
464.065	1	Y	incongruent	0.509
474.567	1	Y	congruent	0.531
479.07	1	Y	neutral	0.750
483.572	1	Y	congruent	0.898
486.573	1	Y	incongruent	0.619
491.074	1	Y	incongruent	0.541
494.076	1	Y	incongruent	0.827
500.077	1	Y	incongruent	0.675
503.079	1	Y	congruent	0.489
509.08	1	Y	congruent	1.003
513.582	1	Y	incongruent	0.724
525.583	1	Y	neutral	0.940
528.587	1	Y	congruent	0.656
531.588	1	Y	neutral	0.720
534.589	1	Y	congruent	0.597
537.59	1	Y	incongruent	0.631
