onset	duration	correct	condition	response_time
0.379	1	Y	incongruent	0.991
3.383	1	N	neutral	0.843
6.384	1	Y	incongruent	0.552
10.885	1	Y	congruent	0.657
16.887	1	Y	neutral	0.741
19.889	1	Y	neutral	0.850
25.89	1	Y	incongruent	0.583
30.392	1	Y	congruent	0.680
33.393	1	Y	congruent	0.784
37.894	1	Y	neutral	0.592
43.896	1	Y	neutral	0.740
46.898	1	Y	congruent	0.744
57.399	1	Y	congruent	0.834
61.903	1	Y	congruent	0.552
64.904	1	Y	neutral	0.706
67.905	1	N	neutral	0.760
70.906	1	Y	incongruent	0.697
73.907	1	Y	congruent	0.506
78.408	1	Y	congruent	0.522
81.41	1	Y	congruent	0.706
84.411	1	Y	congruent	0.745
88.912	1	Y	congruent	0.611
93.413	1	Y	congruent	0.718
96.415	1	Y	incongruent	0.782
102.416	1	Y	congruent	0.728
105.418	1	Y	congruent	0.712
108.419	1	Y	neutral	0.643
111.42	1	Y	incongruent	0.972
114.421	1	Y	congruent	0.596
117.422	1	Y	neutral	0.870
120.423	1	Y	incongruent	0.634
123.424	1	Y	congruent	0.638
135.425	1	Y	congruent	0.774
142.929	1	Y	neutral	0.662
148.931	1	Y	congruent	0.688
151.933	1	Y	incongruent	0.857
156.434	1	Y	neutral	0.710
159.436	1	Y	incongruent	0.919
166.937	1	Y	neutral	0.747
169.939	1	Y	neutral	0.826
174.441	1	Y	incongruent	0.702
177.442	1	Y	neutral	0.664
180.443	1	Y	incongruent	0.683
186.444	1	Y	incongruent	0.956
192.446	1	Y	incongruent	0.941
196.948	1	Y	incongruent	0.870
199.95	1	Y	neutral	0.824
202.951	1	Y	incongruent	0.568
205.952	1	Y	neutral	0.672
208.953	1	Y	incongruent	0.674
214.954	1	Y	neutral	0.815
217.956	1	Y	neutral	0.684
220.957	1	Y	neutral	0.738
229.958	1	Y	neutral	0.663
232.961	1	Y	neutral	1.009
241.962	1	Y	congruent	0.869
244.965	1	Y	incongruent	0.718
247.966	1	Y	neutral	0.664
256.967	1	Y	neutral	0.744
261.47	1	Y	congruent	0.695
264.471	1	Y	congruent	0.702
268.972	1	Y	congruent	0.697
271.974	1	Y	neutral	0.634
274.975	1	Y	incongruent	0.620
291.476	1	Y	neutral	0.880
294.482	1	Y	neutral	0.742
297.483	1	Y	neutral	0.614
301.984	1	N	incongruent	0.812
310.985	1	Y	congruent	0.707
313.988	1	Y	congruent	0.681
321.489	1	Y	neutral	0.731
324.492	1	Y	neutral	0.743
327.493	1	Y	congruent	0.704
331.994	1	N	incongruent	0.902
336.495	1	Y	incongruent	0.727
343.997	1	Y	congruent	0.647
352.999	1	Y	congruent	0.781
356.002	1	Y	incongruent	0.990
360.503	1	Y	neutral	0.732
363.505	1	Y	congruent	0.663
366.506	1	Y	neutral	0.637
371.007	1	Y	neutral	0.633
374.008	1	Y	incongruent	0.594
377.009	1	Y	congruent	0.554
384.51	1	Y	neutral	0.804
387.513	1	Y	neutral	0.578
398.014	1	Y	neutral	0.682
401.017	1	Y	incongruent	0.654
410.018	1	Y	incongruent	0.666
413.022	1	Y	congruent	0.745
416.023	1	Y	neutral	0.615
422.024	1	Y	incongruent	0.768
428.026	1	Y	neutral	0.781
431.028	1	Y	congruent	0.722
434.029	1	Y	neutral	0.836
437.03	1	Y	incongruent	0.695
440.031	1	Y	congruent	0.689
443.032	1	Y	neutral	0.941
446.033	1	Y	congruent	0.700
450.534	1	Y	congruent	0.785
453.535	1	Y	congruent	0.704
456.536	1	Y	congruent	0.936
459.537	1	Y	incongruent	0.831
464.038	1	N	neutral	0.000
467.04	1	N	incongruent	0.876
470.041	1	Y	congruent	0.713
473.042	1	Y	neutral	0.732
483.543	1	Y	incongruent	0.915
486.546	1	Y	congruent	0.724
491.047	1	Y	incongruent	1.173
494.049	1	Y	congruent	0.714
497.05	1	Y	incongruent	0.749
509.051	1	Y	neutral	0.695
512.055	1	Y	congruent	0.746
515.056	1	Y	incongruent	0.793
518.057	1	Y	congruent	0.724
524.058	1	Y	incongruent	0.727
530.06	1	Y	incongruent	0.705
533.062	1	Y	incongruent	0.864
