onset	duration	correct	condition	response_time
6.331	1	Y	neutral	0.728
10.832	1	Y	neutral	0.578
19.833	1	Y	incongruent	0.652
22.837	1	Y	incongruent	0.854
25.837	1	Y	incongruent	0.725
30.339	1	Y	incongruent	0.673
33.34	1	Y	incongruent	0.957
40.841	1	Y	incongruent	0.898
45.344	1	Y	congruent	0.878
54.345	1	Y	neutral	0.906
57.348	1	Y	congruent	0.680
60.349	1	Y	congruent	0.629
63.35	1	Y	incongruent	0.798
67.851	1	Y	neutral	0.660
78.353	1	Y	congruent	0.766
81.356	1	Y	congruent	0.652
84.357	1	Y	congruent	0.664
87.358	1	Y	congruent	0.618
90.359	1	Y	incongruent	1.082
93.36	1	Y	incongruent	1.243
96.361	1	Y	neutral	0.737
103.862	1	Y	congruent	0.639
106.865	1	Y	congruent	0.710
109.866	1	Y	neutral	0.642
112.867	1	Y	neutral	0.528
115.868	1	Y	incongruent	0.785
121.869	1	Y	neutral	0.850
124.871	1	Y	incongruent	0.702
127.872	1	Y	incongruent	0.698
132.373	1	Y	congruent	0.546
138.374	1	Y	congruent	0.499
142.876	1	Y	congruent	0.648
147.378	1	Y	congruent	0.635
156.379	1	Y	neutral	0.952
160.882	1	Y	congruent	0.606
169.884	1	Y	incongruent	0.663
178.887	1	Y	incongruent	0.827
189.39	1	Y	congruent	0.599
193.893	1	Y	incongruent	0.736
196.895	1	Y	incongruent	0.922
199.896	1	Y	neutral	0.739
202.897	1	Y	incongruent	0.773
207.398	1	Y	neutral	0.726
213.399	1	Y	incongruent	0.701
216.401	1	Y	neutral	0.655
219.402	1	Y	incongruent	0.652
226.903	1	Y	neutral	0.735
231.406	1	Y	neutral	0.650
237.407	1	Y	neutral	0.764
240.409	1	Y	congruent	0.588
243.41	1	Y	congruent	0.542
252.411	1	Y	neutral	0.867
255.414	1	Y	neutral	0.668
258.415	1	Y	incongruent	0.667
261.416	1	Y	congruent	0.834
264.417	1	Y	congruent	0.568
268.918	1	Y	neutral	0.622
271.92	1	Y	neutral	0.703
277.921	1	Y	neutral	0.687
280.923	1	Y	congruent	0.834
286.924	1	Y	neutral	0.564
289.926	1	Y	neutral	0.948
292.927	1	Y	incongruent	1.015
298.928	1	Y	incongruent	0.965
301.93	1	Y	neutral	0.694
304.931	1	Y	congruent	0.653
307.932	1	Y	neutral	0.720
315.433	1	Y	incongruent	0.672
318.435	1	Y	congruent	0.758
322.936	1	Y	neutral	0.885
325.938	1	Y	neutral	0.809
328.939	1	Y	neutral	0.629
334.94	1	Y	neutral	0.669
337.942	1	Y	congruent	0.775
342.443	1	Y	incongruent	0.634
348.444	1	N	congruent	0.639
352.946	1	Y	congruent	0.590
360.448	1	Y	incongruent	0.718
363.45	1	Y	congruent	0.917
366.451	1	Y	congruent	0.931
369.452	1	Y	congruent	0.598
372.453	1	Y	incongruent	0.687
375.454	1	Y	incongruent	0.664
378.455	1	Y	neutral	0.603
381.456	1	Y	neutral	0.604
388.957	1	Y	incongruent	0.701
391.96	1	Y	neutral	0.595
397.961	1	Y	congruent	0.671
400.963	1	Y	congruent	0.640
403.964	1	Y	congruent	0.674
408.465	1	Y	neutral	0.718
411.466	1	Y	neutral	0.734
414.467	1	Y	congruent	0.553
427.968	1	N	incongruent	0.949
430.973	1	Y	congruent	0.646
433.974	1	Y	congruent	0.772
436.975	1	Y	neutral	0.644
439.976	1	Y	neutral	0.580
442.977	1	Y	neutral	0.717
445.978	1	Y	congruent	0.653
451.979	1	Y	congruent	0.586
459.481	1	Y	neutral	0.574
463.983	1	Y	neutral	0.751
466.985	1	Y	incongruent	0.607
471.486	1	Y	incongruent	0.744
480.487	1	Y	incongruent	0.761
484.99	1	Y	congruent	0.679
490.992	1	Y	congruent	0.634
493.994	1	Y	incongruent	0.803
498.495	1	Y	congruent	0.687
502.996	1	Y	congruent	0.651
505.998	1	Y	neutral	0.612
508.999	1	Y	incongruent	0.814
512	1	Y	incongruent	0.581
515.001	1	Y	neutral	0.597
521.002	1	Y	neutral	0.820
524.004	1	Y	congruent	0.654
527.005	1	Y	neutral	0.636
530.006	1	Y	congruent	0.627
