onset	duration	correct	condition	response_time
0.397	1	Y	neutral	0.606
4.892	1	Y	congruent	0.560
7.894	1	Y	neutral	0.632
10.895	1	Y	neutral	0.716
16.896	1	Y	neutral	0.927
19.898	1	Y	neutral	0.679
22.899	1	N	incongruent	1.030
28.9	1	Y	incongruent	0.956
36.402	1	Y	neutral	0.733
39.404	1	N	incongruent	1.132
42.405	1	Y	neutral	0.763
45.406	1	Y	congruent	0.872
49.907	1	Y	incongruent	0.744
52.909	1	Y	congruent	0.683
55.91	1	Y	congruent	0.739
58.911	1	Y	incongruent	0.807
61.912	1	Y	neutral	0.748
64.913	1	Y	neutral	0.607
75.414	1	Y	incongruent	0.856
84.417	1	N	neutral	0.785
87.42	1	Y	congruent	1.087
90.421	1	Y	neutral	0.721
96.422	1	Y	congruent	0.519
100.924	1	Y	incongruent	0.657
103.926	1	Y	congruent	0.638
106.927	1	Y	neutral	0.583
109.928	1	N	congruent	0.567
112.929	1	Y	congruent	0.699
129.43	1	Y	congruent	1.169
133.935	1	Y	congruent	0.602
139.937	1	Y	neutral	0.780
142.939	1	Y	congruent	0.736
145.94	1	Y	neutral	0.788
148.941	1	Y	congruent	0.644
153.442	1	Y	incongruent	0.777
156.443	1	Y	neutral	0.768
159.444	1	Y	congruent	0.557
163.945	1	Y	congruent	0.608
166.947	1	Y	neutral	0.817
174.448	1	Y	incongruent	0.825
184.95	1	N	congruent	0.871
187.954	1	Y	congruent	0.925
193.955	1	Y	congruent	0.833
196.957	1	Y	incongruent	0.844
202.958	1	N	neutral	0.671
207.46	1	Y	incongruent	0.787
211.961	1	Y	congruent	0.723
217.963	1	Y	neutral	0.716
220.965	1	N	neutral	0.780
223.966	1	Y	congruent	0.726
226.967	1	Y	congruent	1.099
232.968	1	Y	congruent	0.678
238.97	1	Y	congruent	0.746
241.972	1	N	incongruent	0.785
244.973	1	N	incongruent	1.334
247.974	1	Y	incongruent	1.137
250.975	1	Y	incongruent	0.803
253.976	1	Y	incongruent	0.690
256.977	1	Y	incongruent	0.774
259.978	1	Y	congruent	0.755
262.979	1	Y	congruent	0.754
270.48	1	Y	neutral	0.897
273.483	1	Y	incongruent	0.764
277.984	1	Y	neutral	0.527
282.485	1	Y	incongruent	0.813
285.487	1	Y	neutral	0.872
288.488	1	Y	incongruent	0.774
291.489	1	Y	neutral	0.773
294.49	1	Y	congruent	1.088
298.991	1	Y	congruent	0.566
303.492	1	Y	neutral	0.620
306.494	1	Y	congruent	0.679
312.495	1	Y	incongruent	1.142
316.997	1	Y	incongruent	0.905
319.998	1	Y	neutral	0.911
322.999	1	Y	congruent	0.653
326	1	Y	incongruent	0.717
329.001	1	Y	congruent	0.768
332.002	1	Y	incongruent	0.645
335.003	1	Y	neutral	0.619
338.004	1	Y	neutral	0.793
344.005	1	N	neutral	0.522
347.007	1	Y	neutral	1.026
350.008	1	Y	congruent	0.645
357.509	1	Y	congruent	0.605
368.012	1	Y	neutral	0.869
372.515	1	Y	incongruent	0.610
375.517	1	Y	neutral	0.599
378.518	1	Y	congruent	0.618
384.519	1	N	incongruent	0.624
392.021	1	Y	congruent	1.494
395.023	1	Y	neutral	0.693
398.024	1	Y	incongruent	0.772
401.025	1	Y	congruent	0.709
407.026	1	Y	incongruent	0.627
414.528	1	N	neutral	0.970
417.531	1	Y	congruent	1.141
426.532	1	Y	congruent	0.646
429.535	1	Y	neutral	0.865
432.536	1	N	incongruent	1.154
435.537	1	Y	congruent	0.771
438.538	1	Y	neutral	0.713
443.039	1	Y	incongruent	0.656
446.04	1	Y	congruent	0.780
452.041	1	Y	congruent	0.700
455.043	1	Y	neutral	0.659
459.544	1	Y	incongruent	0.878
462.546	1	Y	neutral	0.652
465.547	1	N	neutral	0.724
474.548	1	Y	congruent	0.646
479.051	1	Y	neutral	0.606
485.052	1	Y	congruent	0.578
488.054	1	Y	incongruent	1.242
501.555	1	N	incongruent	1.003
504.56	1	Y	incongruent	0.682
512.061	1	Y	neutral	0.774
515.063	1	N	incongruent	0.790
518.064	1	Y	neutral	0.659
524.065	1	Y	incongruent	0.695
534.567	1	Y	neutral	0.850
