onset	duration	correct	condition	response_time
1.895	1	N	congruent	0.954
4.901	1	Y	incongruent	0.730
9.402	1	Y	congruent	0.786
12.403	1	Y	neutral	0.960
16.904	1	Y	congruent	0.649
19.906	1	Y	incongruent	1.088
22.907	1	Y	neutral	0.890
34.908	1	Y	neutral	1.035
40.912	1	Y	neutral	0.756
43.914	1	Y	neutral	0.632
52.915	1	Y	congruent	1.047
55.918	1	Y	neutral	0.711
60.419	1	Y	neutral	0.837
63.42	1	N	incongruent	1.195
66.421	1	Y	incongruent	0.909
70.923	1	Y	neutral	0.744
73.924	1	Y	neutral	0.948
76.925	1	Y	congruent	0.620
79.926	1	Y	neutral	0.764
82.927	1	Y	incongruent	1.030
85.928	1	Y	congruent	0.687
88.929	1	Y	incongruent	1.088
91.93	1	Y	incongruent	0.925
94.931	1	Y	congruent	0.721
99.432	1	Y	congruent	0.880
102.434	1	Y	neutral	0.740
105.435	1	Y	neutral	0.847
108.436	1	Y	congruent	0.823
111.437	1	Y	neutral	0.732
117.438	1	Y	neutral	0.870
120.44	1	Y	neutral	0.734
123.441	1	Y	incongruent	0.751
127.942	1	Y	congruent	0.601
136.943	1	Y	incongruent	1.238
141.446	1	Y	neutral	1.042
147.448	1	Y	congruent	0.750
153.45	1	Y	congruent	0.641
156.452	1	N	incongruent	0.767
159.453	1	Y	incongruent	0.836
163.954	1	N	incongruent	0.000
168.455	1	Y	incongruent	1.073
171.457	1	Y	neutral	0.832
175.958	1	Y	incongruent	0.869
178.959	1	Y	congruent	0.850
186.46	1	Y	neutral	0.916
199.963	1	Y	congruent	0.792
202.968	1	Y	congruent	0.598
208.969	1	Y	congruent	0.746
217.971	1	Y	incongruent	0.688
225.474	1	Y	congruent	0.766
228.476	1	Y	congruent	0.598
231.477	1	Y	neutral	0.944
234.478	1	N	incongruent	0.000
237.479	1	Y	incongruent	0.792
247.98	1	Y	incongruent	1.194
250.984	1	Y	neutral	0.951
253.985	1	Y	neutral	0.737
256.986	1	N	congruent	1.014
264.487	1	N	incongruent	1.158
267.489	1	Y	neutral	0.833
270.49	1	Y	congruent	0.675
274.991	1	Y	incongruent	1.088
292.993	1	Y	congruent	0.702
295.999	1	Y	neutral	0.836
300.5	1	Y	neutral	0.817
303.501	1	Y	congruent	0.664
306.502	1	N	incongruent	0.759
311.004	1	Y	congruent	0.802
314.005	1	Y	congruent	0.738
317.006	1	Y	incongruent	0.902
321.507	1	Y	neutral	0.844
329.009	1	Y	neutral	0.836
332.011	1	N	incongruent	0.970
335.012	1	Y	incongruent	1.116
338.013	1	Y	incongruent	0.785
341.014	1	Y	neutral	0.972
345.515	1	Y	congruent	0.719
348.517	1	Y	congruent	0.606
351.518	1	Y	neutral	0.800
354.519	1	N	incongruent	0.941
357.52	1	Y	congruent	0.665
366.521	1	Y	congruent	0.762
369.524	1	Y	congruent	1.281
372.525	1	Y	neutral	0.860
375.526	1	Y	incongruent	0.967
378.527	1	Y	neutral	0.561
381.528	1	Y	neutral	1.293
384.529	1	Y	neutral	0.664
389.03	1	Y	congruent	0.605
392.031	1	Y	incongruent	1.019
395.032	1	Y	neutral	0.733
398.033	1	Y	congruent	0.650
401.034	1	Y	neutral	0.739
404.035	1	Y	congruent	0.800
411.536	1	N	congruent	0.537
414.539	1	Y	neutral	0.736
420.54	1	Y	incongruent	0.609
423.542	1	N	neutral	0.758
434.043	1	Y	congruent	0.716
438.547	1	Y	neutral	0.702
441.548	1	Y	congruent	0.621
446.049	1	Y	congruent	0.755
449.051	1	Y	neutral	0.699
453.552	1	Y	congruent	0.694
464.053	1	Y	incongruent	0.809
471.557	1	Y	incongruent	0.537
474.559	1	Y	neutral	0.926
479.06	1	Y	incongruent	0.752
482.062	1	Y	neutral	0.759
485.063	1	Y	incongruent	0.763
488.064	1	N	incongruent	0.000
491.065	1	Y	congruent	0.821
495.566	1	N	congruent	1.071
506.067	1	N	neutral	0.920
513.571	1	Y	congruent	0.619
518.073	1	Y	incongruent	0.969
521.075	1	Y	congruent	0.646
525.576	1	N	incongruent	1.192
533.077	1	Y	congruent	0.732
