onset	duration	correct	condition	response_time
0.396	1	Y	neutral	1.019
4.902	1	Y	incongruent	1.133
7.903	1	Y	incongruent	0.675
12.404	1	Y	congruent	0.743
15.406	1	Y	congruent	0.709
18.407	1	Y	neutral	0.693
21.408	1	Y	incongruent	0.998
30.409	1	Y	congruent	1.025
36.412	1	Y	congruent	0.668
45.414	1	Y	incongruent	1.093
51.417	1	N	incongruent	0.883
54.419	1	Y	neutral	1.030
57.42	1	Y	congruent	0.636
60.421	1	Y	neutral	0.545
63.422	1	Y	congruent	0.638
76.923	1	Y	congruent	0.739
85.928	1	Y	congruent	0.716
88.931	1	Y	congruent	0.647
91.932	1	Y	congruent	0.806
96.433	1	Y	congruent	0.799
99.434	1	Y	neutral	0.901
102.435	1	Y	neutral	0.795
106.936	1	Y	neutral	0.836
111.438	1	Y	incongruent	0.723
114.439	1	Y	neutral	0.649
118.94	1	N	congruent	0.711
123.442	1	Y	neutral	0.716
135.443	1	Y	incongruent	1.127
139.947	1	Y	neutral	0.786
142.949	1	Y	congruent	0.758
147.45	1	Y	congruent	0.793
150.451	1	Y	congruent	0.670
153.452	1	Y	congruent	0.834
156.453	1	Y	neutral	0.624
162.454	1	Y	incongruent	0.904
165.456	1	Y	neutral	0.821
171.457	1	N	neutral	0.654
174.459	1	Y	congruent	0.855
177.46	1	Y	neutral	0.714
186.461	1	Y	incongruent	0.866
192.464	1	Y	neutral	0.834
196.966	1	Y	congruent	0.726
199.968	1	Y	neutral	0.801
204.469	1	Y	incongruent	0.939
210.47	1	Y	neutral	0.842
219.472	1	Y	congruent	0.751
231.475	1	Y	neutral	0.897
234.479	1	Y	congruent	0.619
237.48	1	Y	congruent	0.698
240.481	1	Y	incongruent	1.157
244.982	1	Y	incongruent	0.997
247.984	1	Y	neutral	0.658
253.985	1	Y	congruent	1.056
258.487	1	Y	incongruent	0.829
264.488	1	Y	neutral	0.762
267.49	1	Y	congruent	0.686
271.991	1	Y	congruent	0.618
277.993	1	Y	neutral	1.036
280.995	1	Y	incongruent	0.905
286.996	1	Y	neutral	0.823
292.998	1	Y	neutral	0.879
297.5	1	Y	congruent	0.675
300.501	1	Y	incongruent	0.894
305.002	1	Y	congruent	0.905
309.504	1	Y	neutral	0.776
314.005	1	Y	neutral	0.660
317.007	1	Y	incongruent	1.134
320.008	1	Y	congruent	0.685
323.009	1	Y	incongruent	0.924
332.01	1	Y	neutral	0.861
335.013	1	Y	neutral	0.681
338.014	1	Y	neutral	0.785
341.015	1	Y	neutral	1.129
345.516	1	Y	incongruent	0.670
348.517	1	N	incongruent	0.766
354.518	1	Y	congruent	0.779
359.02	1	Y	neutral	0.896
362.022	1	Y	incongruent	0.697
365.023	1	Y	neutral	0.549
369.524	1	Y	congruent	0.724
372.525	1	Y	incongruent	1.041
375.526	1	Y	incongruent	0.460
378.527	1	Y	neutral	0.546
383.028	1	N	congruent	0.000
386.03	1	N	congruent	0.000
389.031	1	Y	incongruent	0.896
393.532	1	N	incongruent	0.707
396.533	1	Y	incongruent	1.034
399.534	1	N	neutral	0.000
402.535	1	Y	congruent	0.647
408.536	1	Y	congruent	0.720
411.538	1	Y	neutral	0.636
414.539	1	Y	incongruent	0.635
417.54	1	Y	incongruent	0.804
422.041	1	Y	congruent	0.735
428.043	1	Y	incongruent	0.906
432.545	1	N	incongruent	0.000
435.546	1	Y	neutral	0.704
443.047	1	N	incongruent	0.969
452.05	1	N	incongruent	0.941
458.053	1	Y	incongruent	1.139
462.555	1	Y	incongruent	0.998
465.556	1	Y	incongruent	0.644
470.057	1	Y	neutral	0.800
473.059	1	Y	congruent	0.805
476.06	1	Y	neutral	0.721
480.561	1	Y	neutral	0.565
485.062	1	Y	congruent	0.918
495.564	1	Y	incongruent	1.033
498.567	1	Y	congruent	0.687
501.568	1	Y	congruent	0.911
504.569	1	Y	neutral	1.095
507.57	1	Y	congruent	0.626
510.571	1	Y	incongruent	0.683
513.572	1	Y	neutral	0.727
518.073	1	Y	neutral	0.868
521.075	1	N	congruent	0.000
524.076	1	Y	congruent	0.651
527.077	1	Y	neutral	0.835
