onset	duration	correct	condition	response_time
1.897	1	Y	incongruent	0.729
12.394	1	Y	congruent	0.614
16.898	1	Y	incongruent	0.770
22.899	1	Y	congruent	0.936
28.902	1	Y	neutral	0.689
33.404	1	Y	neutral	0.612
39.405	1	Y	congruent	0.710
45.407	1	Y	neutral	0.474
52.909	1	Y	congruent	0.522
55.912	1	Y	neutral	0.828
58.913	1	Y	incongruent	0.807
64.914	1	Y	neutral	0.573
69.416	1	Y	neutral	0.531
72.417	1	Y	incongruent	0.567
75.418	1	Y	incongruent	0.791
79.919	1	Y	incongruent	0.625
82.921	1	Y	incongruent	0.908
87.422	1	Y	neutral	0.761
93.423	1	Y	incongruent	0.616
99.425	1	Y	congruent	0.882
105.427	1	Y	congruent	0.547
108.429	1	Y	congruent	0.621
111.43	1	Y	incongruent	0.733
117.431	1	Y	incongruent	0.698
120.433	1	Y	incongruent	0.717
127.934	1	Y	incongruent	0.728
130.937	1	Y	congruent	0.622
136.938	1	Y	neutral	0.602
139.94	1	Y	congruent	0.636
142.941	1	Y	neutral	0.555
148.942	1	Y	incongruent	0.611
151.944	1	N	incongruent	0.640
154.945	1	N	congruent	0.559
159.446	1	Y	congruent	0.753
162.448	1	Y	incongruent	0.697
165.449	1	Y	incongruent	0.856
168.45	1	Y	incongruent	1.003
171.451	1	Y	neutral	0.697
183.452	1	Y	congruent	0.916
186.456	1	Y	neutral	0.690
190.957	1	Y	congruent	0.655
193.958	1	Y	congruent	0.739
196.959	1	Y	congruent	0.588
199.96	1	Y	congruent	0.680
202.961	1	Y	neutral	0.609
205.962	1	Y	congruent	0.570
208.963	1	Y	congruent	0.593
211.964	1	Y	neutral	0.739
216.465	1	Y	neutral	0.661
219.467	1	Y	incongruent	0.505
222.468	1	Y	incongruent	0.648
226.969	1	Y	congruent	0.672
231.47	1	Y	congruent	0.935
235.972	1	Y	neutral	0.789
243.473	1	Y	neutral	0.913
247.976	1	Y	congruent	0.602
252.477	1	Y	neutral	0.711
256.979	1	Y	incongruent	0.910
259.98	1	N	neutral	0.787
262.982	1	Y	incongruent	0.641
270.483	1	Y	congruent	0.725
280.985	1	Y	neutral	0.950
283.989	1	Y	congruent	0.839
286.99	1	Y	neutral	0.718
289.991	1	Y	congruent	0.569
294.492	1	Y	neutral	0.821
297.493	1	Y	congruent	0.737
303.494	1	Y	neutral	0.745
309.496	1	Y	incongruent	0.638
316.998	1	Y	neutral	0.769
330.501	1	Y	neutral	0.806
335.005	1	Y	congruent	0.674
338.007	1	Y	neutral	0.765
341.008	1	Y	incongruent	0.882
344.009	1	Y	neutral	0.717
350.01	1	Y	neutral	0.880
353.012	1	Y	incongruent	0.687
359.013	1	Y	congruent	0.662
362.015	1	Y	congruent	0.711
365.016	1	Y	congruent	0.623
368.017	1	Y	neutral	0.664
372.518	1	Y	incongruent	0.668
380.019	1	Y	incongruent	0.744
383.022	1	Y	congruent	0.698
386.023	1	Y	congruent	0.654
389.024	1	Y	neutral	0.818
395.025	1	Y	neutral	0.784
402.527	1	Y	congruent	0.839
405.53	1	N	incongruent	0.813
408.531	1	Y	congruent	0.870
414.532	1	Y	congruent	0.685
417.534	1	Y	neutral	1.228
420.535	1	Y	incongruent	0.709
426.536	1	Y	incongruent	0.755
429.538	1	Y	incongruent	1.539
432.539	1	Y	incongruent	0.660
437.04	1	Y	congruent	0.633
441.541	1	Y	neutral	0.677
446.043	1	Y	incongruent	0.648
449.044	1	Y	congruent	0.759
453.545	1	Y	incongruent	1.026
458.047	1	Y	congruent	0.860
461.048	1	Y	congruent	0.706
464.049	1	Y	incongruent	1.073
474.55	1	N	congruent	1.209
479.054	1	Y	neutral	0.873
482.055	1	Y	incongruent	0.772
491.056	1	Y	congruent	0.804
494.059	1	Y	neutral	0.758
497.06	1	Y	neutral	0.562
501.561	1	Y	neutral	1.006
504.563	1	Y	neutral	0.812
509.064	1	Y	neutral	0.679
512.066	1	Y	congruent	0.748
515.067	1	Y	neutral	0.739
518.068	1	Y	incongruent	0.846
522.569	1	Y	congruent	0.539
525.57	1	Y	neutral	1.125
534.571	1	Y	neutral	0.967
