onset	duration	correct	condition	response_time
0.366	1	Y	incongruent	0.868
3.378	1	Y	neutral	0.796
9.379	1	Y	incongruent	1.104
16.881	1	N	neutral	0.729
24.384	1	Y	neutral	0.524
27.386	1	Y	congruent	0.900
31.887	1	Y	congruent	0.669
34.889	1	Y	neutral	0.881
45.39	1	Y	congruent	0.759
54.393	1	Y	incongruent	0.830
60.396	1	Y	neutral	0.723
63.398	1	Y	incongruent	0.984
69.399	1	Y	neutral	0.800
73.901	1	N	incongruent	0.974
78.403	1	Y	congruent	0.907
84.404	1	Y	incongruent	0.697
93.406	1	Y	neutral	0.652
96.409	1	Y	incongruent	0.639
100.91	1	Y	incongruent	0.721
105.412	1	Y	congruent	0.751
112.913	1	Y	incongruent	1.049
115.916	1	Y	neutral	1.281
118.917	1	Y	congruent	0.817
121.918	1	Y	neutral	0.934
127.919	1	Y	congruent	1.387
130.921	1	Y	congruent	0.706
135.422	1	Y	incongruent	0.924
139.923	1	Y	neutral	0.778
147.425	1	Y	neutral	0.898
153.427	1	Y	congruent	0.626
157.929	1	Y	congruent	1.010
162.431	1	Y	congruent	0.821
165.432	1	Y	congruent	0.592
169.933	1	Y	incongruent	0.636
172.935	1	Y	incongruent	0.865
175.936	1	Y	incongruent	0.552
178.937	1	Y	incongruent	0.821
181.938	1	Y	neutral	0.772
186.439	1	Y	congruent	1.090
195.44	1	N	neutral	0.806
201.443	1	Y	neutral	0.814
214.945	1	Y	incongruent	1.057
217.95	1	N	congruent	0.931
220.951	1	Y	neutral	0.813
226.952	1	Y	incongruent	0.926
229.954	1	Y	neutral	0.815
232.955	1	Y	neutral	0.924
237.456	1	Y	neutral	1.285
240.457	1	Y	congruent	0.987
243.458	1	Y	neutral	0.831
246.459	1	Y	congruent	0.785
267.46	1	Y	incongruent	1.050
270.467	1	Y	congruent	1.434
273.468	1	Y	neutral	0.881
276.469	1	Y	neutral	1.035
279.47	1	Y	congruent	0.771
282.471	1	Y	incongruent	1.006
285.472	1	Y	congruent	0.798
288.473	1	Y	congruent	0.944
291.474	1	Y	neutral	0.933
294.475	1	N	incongruent	0.925
297.476	1	Y	congruent	0.681
304.977	1	Y	incongruent	1.119
309.48	1	Y	neutral	1.030
312.481	1	Y	congruent	0.899
316.982	1	Y	congruent	0.893
321.484	1	Y	incongruent	1.216
324.485	1	Y	congruent	0.865
327.486	1	Y	congruent	0.747
333.487	1	Y	congruent	1.010
336.489	1	Y	neutral	0.952
340.99	1	Y	incongruent	1.158
343.992	1	Y	congruent	0.847
346.993	1	Y	incongruent	1.249
351.494	1	Y	neutral	1.249
355.995	1	Y	incongruent	1.248
358.997	1	Y	neutral	0.972
361.998	1	Y	neutral	0.663
364.999	1	Y	incongruent	1.169
369.5	1	Y	congruent	1.093
372.501	1	Y	neutral	1.020
375.502	1	Y	congruent	0.867
378.503	1	Y	incongruent	1.326
381.504	1	Y	congruent	0.908
390.505	1	Y	neutral	1.145
393.508	1	Y	congruent	0.734
398.009	1	N	incongruent	1.732
402.511	1	Y	incongruent	1.116
405.512	1	Y	neutral	0.832
408.513	1	Y	neutral	0.811
416.014	1	Y	neutral	1.306
423.517	1	Y	neutral	1.092
426.519	1	Y	congruent	1.016
432.52	1	Y	incongruent	1.047
441.522	1	N	congruent	0.000
446.025	1	Y	neutral	0.959
449.027	1	Y	neutral	1.071
452.028	1	N	neutral	1.007
455.029	1	Y	neutral	1.049
458.03	1	Y	congruent	1.028
461.031	1	Y	incongruent	1.415
464.032	1	N	incongruent	1.006
470.033	1	N	neutral	1.742
473.035	1	Y	neutral	1.126
480.536	1	Y	congruent	1.102
483.538	1	Y	congruent	1.146
486.539	1	Y	neutral	1.007
489.54	1	Y	incongruent	1.311
492.541	1	Y	incongruent	0.760
495.542	1	Y	incongruent	1.377
498.543	1	Y	neutral	1.071
501.544	1	Y	congruent	0.820
504.545	1	Y	incongruent	0.891
507.546	1	Y	congruent	0.880
510.547	1	Y	congruent	0.834
513.548	1	Y	congruent	1.326
519.549	1	Y	neutral	1.242
522.551	1	Y	incongruent	1.256
531.552	1	Y	congruent	1.131
