onset	duration	correct	condition	response_time
1.859	1	N	neutral	0.852
9.369	1	Y	congruent	0.899
13.871	1	Y	incongruent	0.783
16.873	1	Y	incongruent	0.740
27.374	1	N	congruent	0.836
34.877	1	Y	incongruent	0.929
39.38	1	Y	neutral	0.928
45.381	1	Y	incongruent	0.701
48.383	1	Y	congruent	0.895
51.384	1	Y	congruent	0.801
57.385	1	Y	neutral	0.854
60.387	1	Y	congruent	0.883
63.388	1	Y	neutral	0.742
66.389	1	Y	congruent	0.731
70.89	1	Y	incongruent	0.891
76.892	1	Y	incongruent	0.781
79.894	1	Y	neutral	0.802
85.895	1	Y	congruent	1.049
88.897	1	Y	congruent	0.645
91.898	1	Y	incongruent	0.629
94.899	1	Y	incongruent	0.636
99.4	1	Y	congruent	0.744
102.401	1	Y	incongruent	0.720
105.402	1	Y	neutral	0.744
112.903	1	Y	neutral	0.732
115.906	1	Y	congruent	0.829
118.907	1	Y	congruent	0.645
130.908	1	Y	congruent	0.585
133.912	1	Y	congruent	0.746
136.913	1	Y	neutral	0.683
139.914	1	Y	neutral	0.584
147.415	1	Y	neutral	0.886
151.917	1	Y	incongruent	0.850
154.919	1	Y	neutral	0.674
162.42	1	Y	neutral	0.714
166.922	1	Y	neutral	0.860
169.924	1	Y	neutral	0.682
178.925	1	Y	congruent	0.892
181.928	1	Y	incongruent	0.964
186.429	1	N	incongruent	0.787
189.43	1	Y	congruent	0.633
195.431	1	Y	neutral	0.746
198.433	1	Y	incongruent	0.763
201.434	1	Y	congruent	0.557
204.435	1	Y	congruent	0.663
207.436	1	Y	congruent	0.637
211.937	1	Y	incongruent	0.654
216.439	1	Y	neutral	0.664
219.44	1	Y	congruent	0.653
222.441	1	Y	congruent	0.573
225.442	1	N	incongruent	0.802
228.443	1	N	incongruent	0.000
231.444	1	Y	congruent	0.715
244.945	1	Y	neutral	0.979
247.95	1	Y	incongruent	0.773
255.451	1	Y	incongruent	1.107
262.953	1	Y	incongruent	0.840
265.956	1	Y	incongruent	1.049
268.957	1	Y	congruent	0.793
271.958	1	Y	neutral	0.662
274.959	1	Y	incongruent	0.911
277.96	1	Y	incongruent	0.723
280.961	1	Y	congruent	0.659
283.962	1	Y	congruent	0.621
286.963	1	Y	neutral	0.640
289.964	1	Y	congruent	0.664
294.465	1	Y	neutral	0.765
297.466	1	Y	neutral	0.629
304.967	1	Y	neutral	0.656
309.47	1	Y	congruent	0.675
313.971	1	Y	incongruent	0.794
316.973	1	Y	neutral	0.638
319.974	1	Y	neutral	0.575
322.975	1	Y	neutral	0.606
325.976	1	Y	incongruent	0.745
333.477	1	Y	congruent	0.758
336.479	1	Y	neutral	0.767
342.48	1	Y	neutral	0.693
345.482	1	Y	neutral	0.664
349.983	1	Y	neutral	1.070
352.985	1	Y	congruent	0.644
357.486	1	Y	congruent	0.825
360.487	1	Y	neutral	0.738
363.488	1	Y	incongruent	1.039
367.989	1	Y	neutral	0.650
370.991	1	Y	neutral	0.629
375.492	1	Y	incongruent	0.885
378.493	1	Y	congruent	0.982
385.994	1	Y	neutral	0.824
393.497	1	Y	congruent	0.674
396.499	1	Y	congruent	0.848
401	1	Y	neutral	0.759
404.002	1	Y	congruent	0.683
407.003	1	Y	congruent	0.645
410.004	1	Y	neutral	0.742
414.505	1	Y	incongruent	0.716
417.506	1	Y	congruent	0.622
420.507	1	Y	neutral	0.644
425.008	1	Y	neutral	0.744
428.01	1	Y	neutral	0.658
432.511	1	Y	congruent	0.677
435.512	1	Y	neutral	0.601
438.514	1	Y	neutral	0.735
441.515	1	Y	incongruent	0.642
452.016	1	Y	neutral	0.641
459.519	1	Y	congruent	0.732
462.522	1	Y	incongruent	1.081
465.523	1	Y	incongruent	0.630
479.024	1	Y	congruent	0.720
485.028	1	Y	incongruent	0.775
488.03	1	Y	congruent	0.672
491.031	1	Y	incongruent	0.696
498.532	1	Y	incongruent	0.777
509.035	1	Y	congruent	0.708
512.038	1	Y	neutral	0.675
521.039	1	Y	congruent	0.637
525.542	1	Y	incongruent	0.763
528.544	1	Y	incongruent	0.845
534.545	1	Y	incongruent	0.855
