onset	duration	correct	condition	response_time
0.396	1	Y	congruent	1.229
3.406	1	Y	neutral	0.794
6.407	1	Y	neutral	0.620
9.408	1	Y	neutral	0.632
13.909	1	Y	incongruent	0.675
16.91	1	Y	neutral	0.719
24.411	1	Y	neutral	0.792
27.414	1	Y	neutral	0.763
34.915	1	Y	neutral	0.695
46.917	1	Y	incongruent	0.760
60.421	1	Y	incongruent	0.720
64.926	1	Y	neutral	0.904
73.927	1	Y	incongruent	0.676
76.93	1	Y	incongruent	0.767
87.431	1	Y	neutral	0.957
93.435	1	Y	incongruent	0.692
96.437	1	Y	neutral	0.834
99.438	1	Y	congruent	0.700
102.439	1	Y	congruent	0.624
105.44	1	Y	incongruent	0.843
111.441	1	Y	congruent	0.639
114.443	1	Y	congruent	0.750
117.444	1	Y	congruent	0.632
120.445	1	Y	congruent	0.721
123.446	1	Y	neutral	0.698
126.447	1	Y	incongruent	0.692
130.948	1	Y	neutral	0.716
135.45	1	Y	congruent	0.639
142.951	1	Y	incongruent	1.025
151.954	1	Y	congruent	0.872
156.457	1	Y	incongruent	0.645
160.958	1	Y	incongruent	0.751
166.96	1	Y	congruent	0.635
169.962	1	Y	incongruent	0.842
172.963	1	Y	congruent	0.618
178.964	1	Y	congruent	0.649
181.966	1	Y	congruent	0.659
186.467	1	Y	neutral	0.753
190.968	1	Y	congruent	0.664
193.97	1	Y	congruent	0.770
196.971	1	Y	neutral	0.832
199.972	1	Y	congruent	0.723
204.473	1	Y	incongruent	0.928
207.474	1	Y	incongruent	0.880
210.475	1	Y	neutral	0.804
213.476	1	Y	incongruent	0.940
216.477	1	Y	neutral	0.662
219.479	1	Y	congruent	0.658
222.48	1	Y	neutral	0.642
225.481	1	Y	neutral	0.686
228.482	1	Y	congruent	0.665
231.483	1	Y	congruent	0.622
237.484	1	Y	incongruent	0.780
240.486	1	Y	neutral	0.766
246.487	1	Y	congruent	0.590
249.489	1	Y	congruent	0.684
252.49	1	Y	neutral	0.728
258.491	1	Y	incongruent	0.791
261.493	1	Y	incongruent	0.720
264.494	1	Y	congruent	0.707
270.495	1	Y	incongruent	0.972
277.997	1	Y	congruent	0.694
282.499	1	Y	incongruent	1.158
288.501	1	Y	neutral	0.712
291.503	1	Y	neutral	0.704
296.004	1	Y	incongruent	0.674
300.505	1	Y	congruent	0.673
303.507	1	Y	congruent	0.821
306.508	1	N	incongruent	0.755
317.009	1	Y	congruent	0.820
323.012	1	Y	neutral	0.635
326.014	1	Y	neutral	0.860
329.015	1	Y	neutral	0.697
332.016	1	Y	incongruent	0.866
338.017	1	Y	incongruent	0.966
342.519	1	Y	neutral	0.697
345.521	1	Y	incongruent	0.883
350.022	1	N	incongruent	1.302
353.024	1	Y	neutral	0.769
357.525	1	Y	incongruent	0.709
360.526	1	Y	congruent	0.873
363.527	1	Y	congruent	0.665
368.028	1	Y	incongruent	0.742
374.03	1	Y	incongruent	0.688
377.032	1	Y	incongruent	0.902
383.033	1	Y	congruent	0.927
387.535	1	Y	congruent	0.805
392.036	1	Y	neutral	0.694
401.038	1	Y	congruent	1.084
405.541	1	Y	congruent	0.788
413.042	1	Y	congruent	0.918
416.045	1	Y	neutral	0.877
419.046	1	Y	neutral	0.956
422.047	1	Y	congruent	0.810
425.048	1	Y	congruent	0.838
428.049	1	Y	neutral	0.825
432.55	1	Y	neutral	0.961
435.551	1	Y	congruent	0.863
444.552	1	Y	congruent	0.721
447.555	1	Y	neutral	0.782
452.056	1	Y	neutral	0.943
456.558	1	Y	congruent	0.719
462.559	1	Y	neutral	0.780
465.561	1	Y	neutral	0.751
471.563	1	Y	congruent	0.594
476.065	1	Y	incongruent	1.537
480.566	1	Y	incongruent	0.706
486.568	1	Y	neutral	0.733
491.07	1	Y	incongruent	1.176
494.071	1	Y	neutral	0.827
498.572	1	Y	congruent	0.576
503.074	1	Y	neutral	0.772
506.075	1	Y	neutral	0.866
509.076	1	Y	neutral	0.737
512.077	1	Y	neutral	0.841
516.578	1	Y	incongruent	0.925
519.58	1	Y	incongruent	1.139
524.081	1	N	incongruent	1.277
527.082	1	Y	congruent	0.847
