onset	duration	correct	condition	response_time
0.347	1	Y	neutral	0.815
3.351	1	Y	congruent	0.681
6.352	1	Y	congruent	0.615
9.353	1	Y	neutral	0.684
12.354	1	Y	congruent	0.631
15.355	1	Y	neutral	0.612
19.856	1	Y	incongruent	0.546
22.857	1	Y	incongruent	0.758
25.858	1	Y	neutral	0.597
28.859	1	Y	incongruent	0.749
31.86	1	Y	congruent	0.673
34.861	1	Y	neutral	0.492
40.862	1	Y	incongruent	0.723
43.864	1	Y	congruent	0.642
54.365	1	Y	congruent	0.450
60.369	1	N	neutral	0.768
63.371	1	Y	congruent	0.580
67.872	1	Y	congruent	0.569
76.873	1	Y	incongruent	0.572
79.876	1	Y	incongruent	0.898
85.877	1	Y	congruent	0.684
88.879	1	Y	neutral	0.580
99.38	1	Y	congruent	0.721
102.384	1	Y	neutral	1.043
109.885	1	Y	neutral	0.758
112.887	1	Y	incongruent	0.675
120.388	1	Y	neutral	0.675
129.391	1	Y	incongruent	0.660
132.394	1	Y	neutral	0.744
136.895	1	Y	neutral	0.720
139.896	1	Y	neutral	0.732
144.397	1	Y	congruent	0.557
150.399	1	Y	congruent	0.588
153.401	1	Y	neutral	0.644
157.902	1	Y	incongruent	0.603
160.903	1	N	incongruent	0.555
163.904	1	Y	congruent	0.737
166.906	1	Y	incongruent	0.704
174.407	1	Y	congruent	0.653
177.409	1	Y	incongruent	0.645
180.41	1	Y	incongruent	0.589
183.411	1	Y	congruent	0.660
186.412	1	Y	incongruent	0.764
189.413	1	Y	neutral	0.716
192.414	1	Y	neutral	0.562
195.415	1	Y	incongruent	0.684
198.416	1	Y	incongruent	1.020
202.917	1	Y	neutral	0.654
208.919	1	Y	neutral	0.732
211.921	1	Y	congruent	0.725
216.422	1	Y	congruent	0.623
219.423	1	Y	neutral	0.657
222.424	1	Y	congruent	0.756
226.925	1	N	incongruent	0.852
232.927	1	Y	congruent	0.593
240.429	1	Y	congruent	0.717
243.431	1	Y	congruent	0.641
246.432	1	Y	congruent	0.575
249.433	1	N	incongruent	0.687
253.934	1	N	incongruent	0.921
258.436	1	Y	congruent	0.612
264.437	1	Y	congruent	0.530
268.939	1	Y	congruent	0.657
273.441	1	Y	neutral	0.670
276.442	1	Y	congruent	0.651
280.943	1	Y	neutral	0.580
288.445	1	Y	neutral	0.865
291.447	1	Y	incongruent	1.246
294.448	1	Y	congruent	0.708
301.949	1	Y	congruent	0.647
307.952	1	N	incongruent	0.730
310.954	1	Y	congruent	0.881
313.955	1	Y	neutral	0.800
316.956	1	Y	neutral	0.637
319.957	1	Y	neutral	0.688
324.458	1	Y	neutral	0.774
327.459	1	Y	congruent	0.688
330.46	1	Y	congruent	0.642
333.461	1	Y	neutral	0.548
337.962	1	Y	neutral	1.300
340.964	1	Y	neutral	0.696
348.465	1	Y	congruent	0.627
351.467	1	Y	neutral	0.668
354.468	1	Y	incongruent	0.665
360.469	1	Y	incongruent	0.643
370.971	1	Y	incongruent	0.650
373.975	1	Y	neutral	0.791
376.976	1	Y	congruent	0.615
385.977	1	Y	neutral	0.815
390.48	1	Y	neutral	0.660
405.481	1	Y	incongruent	0.811
412.986	1	Y	neutral	0.622
415.989	1	Y	incongruent	0.691
418.99	1	Y	neutral	0.675
423.491	1	Y	incongruent	0.673
426.492	1	Y	incongruent	1.112
433.993	1	Y	incongruent	0.852
439.996	1	Y	congruent	0.605
442.998	1	Y	incongruent	0.718
445.999	1	Y	incongruent	0.662
449	1	Y	neutral	0.688
453.501	1	Y	congruent	0.576
456.502	1	Y	congruent	0.565
470.003	1	Y	congruent	0.674
473.008	1	Y	incongruent	0.648
476.009	1	Y	neutral	0.584
479.01	1	Y	congruent	0.781
483.511	1	Y	congruent	0.656
488.012	1	Y	congruent	0.689
494.014	1	Y	incongruent	1.059
500.016	1	Y	neutral	0.955
503.018	1	Y	incongruent	0.853
509.019	1	Y	neutral	0.687
513.521	1	Y	neutral	0.677
516.522	1	Y	neutral	0.659
522.523	1	Y	incongruent	0.632
527.025	1	Y	incongruent	0.700
530.027	1	Y	neutral	0.659
533.028	1	Y	congruent	0.565
