onset	duration	correct	condition	response_time
0.396	1	Y	congruent	0.562
3.399	1	Y	congruent	0.731
12.4	1	Y	incongruent	0.917
16.903	1	Y	congruent	0.887
19.905	1	Y	neutral	0.684
22.906	1	Y	congruent	0.618
25.907	1	Y	incongruent	0.724
28.908	1	Y	congruent	0.621
31.909	1	Y	neutral	0.63
34.91	1	Y	congruent	0.576
37.911	1	Y	neutral	0.58
40.912	1	Y	incongruent	0.687
43.913	1	Y	incongruent	0.711
46.914	1	Y	neutral	0.657
54.415	1	Y	neutral	0.793
57.417	1	Y	incongruent	0.745
60.418	1	Y	neutral	0.719
63.419	1	Y	incongruent	0.821
72.42	1	Y	congruent	0.695
87.423	1	Y	congruent	0.73
90.428	1	Y	neutral	0.652
93.429	1	Y	incongruent	0.703
100.93	1	Y	incongruent	0.936
105.433	1	Y	incongruent	0.693
108.434	1	Y	incongruent	0.562
111.435	1	Y	congruent	0.591
114.436	1	Y	neutral	0.77
117.437	1	Y	congruent	0.678
121.938	1	Y	congruent	0.771
126.44	1	Y	incongruent	0.78
130.941	1	Y	neutral	0.978
133.943	1	Y	congruent	0.675
141.444	1	Y	neutral	0.786
144.446	1	N	incongruent	0.913
147.448	1	Y	incongruent	1.229
150.449	1	Y	neutral	0.801
157.95	1	Y	incongruent	0.868
165.452	1	Y	neutral	0.961
168.455	1	Y	neutral	0.915
171.456	1	Y	neutral	0.581
181.957	1	Y	congruent	0.76
184.96	1	Y	congruent	0.64
189.461	1	Y	congruent	0.726
192.463	1	Y	neutral	0.695
196.964	1	Y	neutral	0.718
204.465	1	Y	neutral	0.889
208.968	1	Y	neutral	0.819
211.969	1	Y	neutral	0.636
214.97	1	Y	congruent	0.712
217.971	1	Y	incongruent	0.739
222.472	1	Y	congruent	0.85
225.474	1	Y	congruent	0.722
228.475	1	Y	congruent	0.558
231.476	1	Y	incongruent	0.696
238.977	1	Y	congruent	0.738
244.979	1	Y	incongruent	0.723
247.981	1	Y	incongruent	0.815
253.982	1	Y	neutral	0.713
256.984	1	Y	congruent	0.792
259.985	1	Y	congruent	0.766
262.986	1	Y	congruent	0.807
265.987	1	Y	incongruent	1.131
271.988	1	Y	congruent	0.719
280.99	1	Y	neutral	0.965
283.993	1	Y	incongruent	0.884
295.994	1	Y	congruent	1.052
298.998	1	Y	neutral	0.989
301.999	1	Y	incongruent	1.095
309.5	1	Y	neutral	0.846
315.503	1	Y	congruent	0.704
318.505	1	Y	neutral	0.69
321.506	1	Y	congruent	0.849
327.507	1	Y	neutral	0.646
335.009	1	Y	neutral	0.723
338.011	1	Y	congruent	0.647
350.012	1	Y	neutral	0.813
353.016	1	Y	neutral	0.929
357.517	1	Y	neutral	0.848
365.019	1	Y	congruent	0.793
369.521	1	Y	neutral	0.602
372.523	1	Y	incongruent	0.842
375.524	1	Y	neutral	0.651
378.525	1	Y	incongruent	0.975
383.026	1	Y	congruent	0.903
386.027	1	Y	incongruent	1.269
389.028	1	Y	neutral	0.646
393.529	1	Y	congruent	0.832
401.031	1	Y	neutral	1.092
405.533	1	Y	neutral	0.738
408.535	1	Y	incongruent	0.785
411.536	1	Y	incongruent	0.689
414.537	1	N	incongruent	0.0
417.538	1	Y	incongruent	0.66
420.539	1	Y	incongruent	0.894
423.54	1	Y	congruent	0.713
428.041	1	Y	neutral	0.784
432.542	1	N	incongruent	0.94
435.544	1	Y	neutral	0.729
438.545	1	Y	congruent	0.866
441.546	1	Y	congruent	0.787
444.547	1	Y	neutral	0.771
450.548	1	Y	congruent	0.817
453.55	1	Y	incongruent	1.063
459.551	1	Y	neutral	0.799
465.553	1	Y	congruent	0.94
468.555	1	N	incongruent	0.719
473.056	1	Y	neutral	0.792
476.057	1	Y	incongruent	0.699
479.058	1	Y	congruent	0.598
482.059	1	Y	neutral	0.772
489.56	1	N	incongruent	1.079
495.563	1	Y	incongruent	0.807
501.565	1	Y	congruent	1.065
504.567	1	Y	congruent	0.841
509.068	1	Y	congruent	0.788
512.069	1	Y	neutral	0.785
518.07	1	Y	incongruent	1.086
521.072	1	Y	neutral	1.33
525.573	1	Y	congruent	0.795
