onset	duration	correct	condition	response_time
0.381	1	Y	congruent	0.582
9.389	1	Y	neutral	0.480
12.392	1	Y	neutral	0.542
19.893	1	Y	neutral	0.484
22.896	1	Y	congruent	0.528
27.397	1	Y	neutral	0.567
30.398	1	Y	neutral	0.608
33.399	1	Y	congruent	0.602
36.4	1	N	incongruent	0.561
39.401	1	Y	congruent	0.525
51.402	1	Y	congruent	0.582
54.406	1	N	incongruent	0.646
63.407	1	Y	neutral	1.046
70.91	1	Y	congruent	0.708
73.913	1	Y	incongruent	0.714
84.414	1	Y	congruent	0.744
91.917	1	Y	congruent	0.591
97.92	1	Y	neutral	0.637
100.922	1	Y	neutral	0.901
103.923	1	Y	incongruent	0.745
106.924	1	Y	incongruent	0.732
111.425	1	Y	incongruent	1.166
118.927	1	Y	neutral	0.478
121.929	1	Y	incongruent	0.702
126.43	1	Y	incongruent	0.651
129.432	1	Y	congruent	0.577
132.433	1	Y	incongruent	0.794
135.434	1	Y	congruent	0.668
138.435	1	Y	congruent	0.429
141.436	1	Y	neutral	0.593
144.437	1	Y	incongruent	0.513
153.438	1	Y	neutral	0.635
159.441	1	Y	neutral	0.648
165.443	1	Y	neutral	0.674
172.945	1	Y	congruent	0.646
177.447	1	Y	congruent	0.607
180.449	1	Y	neutral	0.629
186.45	1	Y	congruent	0.652
189.452	1	Y	neutral	0.567
192.453	1	N	neutral	0.000
195.454	1	N	incongruent	0.675
199.955	1	Y	congruent	0.655
202.956	1	Y	neutral	0.607
207.457	1	Y	congruent	0.543
210.459	1	Y	congruent	0.582
213.46	1	Y	congruent	0.714
216.461	1	Y	congruent	0.545
219.462	1	Y	congruent	0.577
222.463	1	Y	congruent	0.561
237.464	1	Y	incongruent	0.669
246.469	1	Y	congruent	0.684
252.472	1	Y	neutral	0.627
255.474	1	Y	neutral	0.728
264.475	1	Y	neutral	0.895
267.478	1	Y	congruent	0.594
273.479	1	Y	incongruent	1.027
280.981	1	Y	incongruent	0.452
283.983	1	Y	neutral	0.657
286.984	1	Y	congruent	0.581
291.485	1	Y	neutral	0.462
295.987	1	Y	neutral	0.653
298.988	1	Y	neutral	0.599
303.489	1	N	neutral	0.556
312.491	1	Y	congruent	0.625
315.494	1	Y	congruent	0.567
318.495	1	Y	neutral	0.698
325.996	1	Y	congruent	0.649
328.998	1	N	incongruent	0.608
331.999	1	Y	incongruent	0.724
336.5	1	Y	congruent	0.543
339.502	1	Y	neutral	0.560
342.503	1	Y	congruent	0.524
347.004	1	Y	neutral	0.569
350.005	1	Y	incongruent	0.491
353.006	1	Y	neutral	0.522
356.007	1	Y	incongruent	0.806
359.008	1	Y	incongruent	0.698
363.509	1	Y	neutral	0.977
366.511	1	Y	congruent	0.583
369.512	1	N	incongruent	0.000
374.013	1	Y	neutral	0.776
378.514	1	Y	congruent	0.733
383.016	1	Y	incongruent	0.976
386.017	1	N	incongruent	1.040
389.018	1	Y	congruent	0.716
398.019	1	Y	neutral	0.668
401.022	1	Y	incongruent	0.857
404.023	1	Y	congruent	0.579
407.024	1	Y	neutral	0.723
410.025	1	Y	incongruent	0.654
414.526	1	Y	neutral	0.668
419.028	1	Y	congruent	0.587
429.529	1	Y	incongruent	1.127
434.033	1	Y	congruent	0.622
440.034	1	Y	incongruent	0.825
443.036	1	Y	neutral	0.722
447.537	1	Y	neutral	0.673
458.039	1	Y	congruent	1.049
461.042	1	Y	congruent	0.563
465.543	1	N	incongruent	0.767
471.545	1	Y	neutral	0.548
474.547	1	Y	incongruent	1.002
477.548	1	Y	neutral	0.668
482.049	1	Y	incongruent	0.755
486.55	1	Y	incongruent	0.845
489.552	1	Y	incongruent	0.774
492.553	1	Y	congruent	0.448
497.054	1	Y	incongruent	0.765
500.055	1	Y	neutral	0.636
503.056	1	Y	neutral	0.515
506.057	1	N	incongruent	0.807
509.058	1	Y	neutral	0.596
512.059	1	Y	congruent	0.608
515.06	1	Y	neutral	0.587
519.561	1	Y	congruent	0.595
522.563	1	Y	incongruent	0.744
527.064	1	Y	incongruent	0.878
530.065	1	Y	congruent	0.625
533.066	1	Y	incongruent	0.849
536.067	1	Y	congruent	0.570
